,video_id,comments
25,T0136fQXA7Y,"[""I liked 6 (both actually laughed & it's probably the oldest meme here), 13 (best done), 17, 19, and 20. pretty easy to please when it comes to fabulous secret powers, too."", '3:44 lol literally Asuka', 'Number 15 is maybe the most evil clip to ever appear in an AMV hell video.', ""What's the anime at 5:20? It's been awhile since I fapped and that one piqued my interest. Pls reply. <3"", 'number 16. TECHNOTISE SERIOUSLY O.O', 'PAK\nCHOOIE\nUNF', '4:23 I love that disgusted expression she has throughout most of his posing xD', 'What show was clip #18\xa0from?', 'Video 01\nSOS13\nSlayers, Slayers Next\nSlackcircus - Fabulous Secret Powers\n\nVideo 02\nSilentChaz\nThe Disappearance of Haruhi Suzumiya\xa0\nStar Wars Episode III : Revenge of the Sith Sound Clip\xa0\n\nVideo 03\nSir Loin of Beef\nBlazBlue: Altar Memory\nHalf-Life: Full Life Consequences Sound Clip\xa0\n\nVideo 04\nThomas Webber\nSword Art Online\nLeeroy Jenkins Sound clip\xa0\n\nVideo 05\nSuperLoliSentai\nTengen Toppa Gurren Lagann\nEric Calderone - Requiem for a Dream (Lux Aeterna) Meets Metal\xa0\n\nVideo 06\nBakaLyte\nSuzumiya Haruhi no Yuuutsu, Dancing Baby\nSuzumiya Haruhi no Yuuutsu ED - Hare Hare Yukai\xa0\n\nVideo 07\nadzman\nHataraku Maou-sama!\n""Billy"" - Ding Fries Are Done\xa0\n\nVideo 08\nChewi105\nAttack on Titan/Shingeki No Kyojin\nSuper Smash Bros. Melee - Falcon Punch Sound Clip\n\nVideo 09\nCetuS\nGeneShaft\nDownfall (Der Untergang) Sound Clip\xa0\n\nVideo 10\nlilstow\nDeath Note\nDeath Note, Hnnnnnnnnnng\xa0\n\nVideo 11\nRebbie\nEvangelion\nLeeroy Jenkins Sound Clip\xa0\n\nVideo 12\nhumnut\nKorewa Zombie Desu Ka\nSony E3 2006 Sound Clip\xa0\n\nVideo 13\nRyden50\nKill La Kill\no-zone - dragostea din tei\xa0\n\nVideo 14\nThatsNotMyName_studio\nElfen Lied\nHenry Mancini - Baby Elephant Walk\xa0\n\nVideo 15\nRobert Frazer\nPatlabor (1988 OVA)\nPatlabor (1988 OVA) Sound Clip\n\nVideo 16\nHaar\nTechnotise: Edit & I\nThe Lonely Island - Dick in a Box\xa0\n\nVideo 17\nN.P.C.C.\nSchool Days\nJem and The Holograms - Set Your Sails\xa0\n\nVideo 18\nHosokawa37\nSora no Otoshimono\nBoom Goes the Dynamite Sound Clip\xa0\n\nVideo 19\nFORDboy357\nAttack on Titan\nThe Simpsons Sound Clip\xa0\n\nVideo 20\nBonehimer\nTengen Toppa Gurren Lagann\nThe Laziest Men on Mars - The Terrible Secret of Space\xa0\n\nVideo 21\nDXM\nTenjou Tenge\nThe Big Lebowski Sound Clip\n\nVideo 22\nPrinnyCat\nPirates of the Caribbean: Dead Man\'s Chest\nLazyTown - You Are A Pirate!\xa0\n\nVideo 23\nThe Real Inferno\nJojo\'s Bizarre Adventure\nSlackcircus - Fabulous Secret Powers', 'Whats the name of the anime in 17?']"
26,uC-SQqczfyE,"['10 years later and still so funny', ""It's surreal coming back to this after 6 years and seeing how many people liked my clip (#13). I don't even remember where I got the HD footage for Baccano from."", 'At #22, so that where Splatoon got there Squid Girl Idea.', 'RE: Your Brains was a better Jonathon Coulton song to go with IMO.', 'What anime was #3? Wish they had a reference list', '#4 i thought they were going with jem', 'what episode of michiko and hatchin is the black betty scene from', 'Way to fucking insult FLCL', 'whats the anime in the number 3 part?', ""Video 01 - Turn a gory horror scene into a harmless comedy\nShuiia\nJojo's Bizarre Adventure\nDesi Arnaz/Jim Carrey - Cuban Pete\xa0\n\nVideo 02 - Make something weeabootastic\nSir Fluffykins\nTiger & Bunny, Lucky Star, The Melancholy of Haruhi Suzumiya, Yosuga no Sora, K-On II\nSound Clips\n\nVideo 03 - Use Pysker sound clips from Dawn of War\nN.P.C.C.\nHeaven's Lost Property\nBlue Saraceno - Evil Ways, Warhammer 40,000 Dawn of War - Psyker Audio Clips\xa0\n\nVideo 04 - Do something Truly Outrageous!\nBakaLyte\nDog Days\xa0\nThat's Outrageous - Obliviate\xa0\n\nVideo 05 - Use Kung Pow!\nThe Real Inferno\nDragonball\nKung Pow! Enter the Fist - Sound Clip\xa0\n\nVideo 06 - Use a Jonathan Coulton song\nSuperLoliSentai\nBerserk: The Golden Age Arc 3\nJonathan Coulton - First of May\xa0\n\nVideo 07 - Make a double speed clip\nLawRayLiet\nSaint Young Men\nKing Missile - Hey Jesus\xa0\n\nVideo 08 - Use a slow tempo song\nHaar\nDragon Ball Z\nLeroy Anderson - The Syncopated Clock\xa0\n\nVideo 09 - Billy Joel in a Mecha Anime\nThetruecrow\nMobile Suit Gundam F91\nBilly Joel - Big Shot\xa0\n\nVideo 10 - Like Fooly Cooly without using Fooly Cooly\nRobert Frazer\nKill la Kill\nDo As Infinity - SUMMER DAYS\xa0\n\nVideo 11 - Use audio from a popular television advert\nStevie\nDragonball Z\nReese's commercial sound clip\n\nVideo 12 - Use audio from a comedian\nPrinnyCat\nMawaru Penguindrum\nStephen Lynch - Grandfather\xa0\n\nVideo 13 - Make something straight up gangsta\nMattroks101\nBaccano!\nCoolio - Gangster's Paradise\xa0\n\nVideo 14 - Make the whitest AMV possible\nadzman\nWhite Album\nPlain White T's - Hey There Delilah\xa0\n\nVideo 15 - Make a flashy movie with lots of explosions and no plot\nHosokawa37\nPanty & Stocking with Garterbelt\nLinkin Park - Burn it Down, Panty & Stocking sound clips\n\nVideo 16 - Display your waifu with glory\nJinzo64\nBleach\nDuran Duran - A View To A kill\xa0\n\nVideo 17 - Use a Tom Jones song\nDXM\nMichiko & Hatchin\nTom Jones - Black Betty\xa0\n\nVideo 18 - Use a song sung by Christopher Lee\nSilentChaz\nPanty & Stocking with Garterbelt\nChristopher Lee - Name your Poison\xa0\n\nVideo 19 - No Lyrics\nredgriffin22\nAttack on Titan\nTatsumi Yano - Take Me Higher\xa0\n\nVideo 20 - Use a Billboard Top 100 song from your birth year (1988)\nBonehimer\nAzumanga Daioh, Kamichama Karin\nDef Leppard - Love Bites\xa0\n\nVideo 21 - Use Just Friends by Rev. Billy C. Wirtz\nhumnut\nElfen Lied\nBilly C. Wirtz - Just Friends\xa0\n\nVideo 22 - Death, death, devil devil, evil evil song\nThatsNotMyName_studio\nIka Musume\nVoltaire - Death Death\xa0""]"
27,R5EVmgL6QZY,"[""this one is just painful. it's no wonder as to why it's so short"", '#2 still did better than the Funimation DBZ dub.', ""Video 01\nSirLoinofBeef\nVampire Hunter D Bloodlust\nOriginal Audio\n\nVideo 02\nBuildlancer\nElfen Lied\nOriginal Audio\n\nVideo 03\nSuperLoliSentai\nKill la Kill\nOriginal Audio\n\nVideo 04\nurahara1001\nAzumanga Daioh\nOriginal Audio, John Mayer - Free Fallin'\n\nVideo 05\nN.P.C.C.\nDemon Beast Invasion\nOriginal Audio\n\nVideo 06\nLurkerSubmarine and Haar\nPanty & Stocking With Garterbelt\nLurkerSubmarine - Original Audio\xa0\n\nVideo 07\nCetuS\nMagical Witch Punie-chan\nOriginal Cover of Napalm Death - Greed Killing\xa0"", 'anyone have a link to #3 video on its own?', ""wait wait wait I'm frozen on number 3...THERE IS A SEQUEL SERIES TO GURREN LAGANN!? Please tell me my eyes did not deceive me!"", ""You're not sorry at all ;_;"", ""this was worse than the people who spam bob and petitions for changing youtube if you cant make quality don't make anything"", '3 + 4', '7 was the only good one', ""Except for maybe the Kill La Kill one, they were all crap, to be honest. Especially 6. Oh wow, it's a woman on the lavvy, how funny.""]"
28,yqouzDSN5Ig,"['wow so this is it, the episode that led to an official apology from amvhell', 'Tie between 1 and 13. 1 because Vulpix and 13 for having the balls to use a hentai!\nToo bad nobody used Renamon...', 'Seroiusly wheres kyuubi? Japans has a lot of Japanese fox anime characters and they just  troll fuck you.', 'Finishing it off with Yuru Yuri, love it!', 'kinda amazed no one used the SNL version, ""What Does my Girl Say""', '15 all the way', ""Well, I didn't hate that song before, but I sure as hell do now."", '9 would have gotten my vote', ""Video 01\ncoolstuf777\nPokemon\nYlvis - The Fox\xa0\n\nVideo 02\nPrinnyCat\nOne Piece\nSaid The Whale - What Does The Whale Say?\xa0\n\nVideo 03\nMoon Spirit\nAzumanga Daioh\nYlvis - The Fox\xa0\n\nVideo 04\nN-TG\nFull Metal Alchemist Brotherhood\nYlvis - The Fox\xa0\n\nVideo 05\nDXM\nMetal Gear Soild: Twin Snakes\nYlvis - The Fox, Team four star sound clip\n\nVideo 06\nQ\nSword Art Online\nYlvis - The Fox\xa0\n\nVideo 07\nredgriffin22\nDigimon, Soul Eater, DBZ Ranma 1/2, Revolutionary Girl Utena\nYlvis - The Fox\xa0\n\nVideo 08\nRobert Frazer\nSgt. Frog\nJamster - Crazy Frog\xa0\n\nVideo 09\nadzman\nxxxHolic\nYlvis - The Fox\xa0\n\nVideo 10\nJinzo64\nAzumanga Daioh\nYlvis - The Fox, Azumanga Daioh and Sake Badger sound clips\n\nVideo 11\nurahara1001\nTrigun\nYvlis - The Fox\xa0\n\nVideo 12\nN.P.C.C.\nJem and The Holograms\nJem - Sound Clip, Ylvis - The Fox\xa0\n\nVideo 13\nHaar\nBleach, Tentacle and Witches, Queen's Blade: Beautiful Fighters\nPhantaboulous - The Squid\xa0\n\nVideo 14\nSuperLoliSentai\nBleach\nYlvis - The Fox, Kung Pow: Enter the Fist sound clip\n\nVideo 15\nShadowlion27\nYu Yu Hakusho\nYlvis - The Fox\xa0\n\nVideo 16\nOlveparty\nYuru Yuri\nYlvis - The Fox\xa0"", 'How the FUCK can you have a fox competition and no one uses Horo? Are these people f-cking retarded!?']"
29,ueA2wpK9tO4,"['Chogiwa~', ""I'm dying to know HALF these songs. I wish he would make a list with all the songs. That would be great"", '3:27 This is how Master Roshi came up with the idea for the Kamamaha Wave.', 'Whaaaaaaat? SNSD made an english cover for this?', ' ily for making this', ""Video 01\nRobert Frazer\nDiabolik Lovers\nGirls' Generation - The Boys\xa0\n\nVideo 02\nJinzo64\nK-on!\nCrayon Pop - Bar Bar Bar\xa0\n\nVideo 03\nadzman\nPerfect Blue\nBart Baker - Psy - Gentleman Parody\xa0\n\nVideo 04\nPrinnyCat\nRosario+Vampire\nEXO - Wolf\xa0\n\nVideo 05\nHaar\nPanty & Stocking With Garterbelt\nHyuna - Bubble Pop\xa0\n\nVideo 06\nredgriffin22\nG-Gundam\n2NE1 - Hate You\xa0\n\nVideo 07\nSuperLoliSentai\nPok駑on 3: The Movie\nE.via - Pick Up You\xa0\n\nVideo 08\nAARTARD\nShinkgeki no kyojin\nBoA - Eat You Up\xa0\n\nVideo 09\nN.P.C.C.\nRosario + Vampire\nGirls Generation - The Boys\xa0\n\nVideo 10\nThe Real Inferno\nDragonball\nCrayon Pop - Bar Bar Bar\xa0\n\nVideo 11\nShuiia\nFree!\nSuper Junior - Bonamana\xa0"", 'What were the songs used in: 1, 2, 4, 7, 8, 9,and 11? Pls and thanks', 'the animes that i know\n1 diabolyk lovers\n4 rosario+vampire\n7 pokemon\n8 shingeki no kioyin\n10 dragon ball z', 'DOES ANYONE KNOW THAT PIKACHU SONG IV BEEN LOOKIN FOR IT FOREVER', 'Find j pop chellenge']"
30,FPC6F-agjIk,"[""Is it just me, or these aren't nearly as good as the stuff that got into AMV Hell 1-7? \nMost of them seems kind of incoherent."", 'Ok video number 16 is honestly the only reason I come back to this video. That timing, great work, and connection to my Achilles heel of animation Gargoyles... Perfect.', '4:24 winner of 90s amv second place is #18', 'Ok whoever did the Gargoyles one. That was honestly immaculate.', ""I'm a little late to the party but 07 had me rolling.🤣🤣🤣"", 'Dude I must know what anime is 14', 'Berserk joke in poor taste man', '1:13 Was the best. Goddam xD', 'The ones with mr satan are great', ""Video 01\nMoon Spirit\nSaber Marionnette J\nRight Said Fred - I'm Too Sexy\xa0\n\nVideo 02\nThatsNotMyName_studio\nGunsmith Cats\nBrooks and Dunn - Boot Scootin' Boogie\n\nVideo 03\nredgriffin22\nG-Gundam\nElton John - Can You Feel teh Love Tonight\xa0\n\nVideo 04\nStevie\nCowboy Bebop\nHouse of Pain - Jump Around\xa0\n\nVideo 05\nurahara1001\nDragon Ball Z\nDisney's Beauty and the Beast - Gaston\xa0\n\nVideo 06\nKurohei\nTurn A Gunam\nThey Might Be Giants - Particle Man\xa0\n\nVideo 07\nDXM\nBerserk\nRadiohead - Paranoid Android\xa0\n\nVideo 08\nCetuS\nGolgo 13 Queen Bee\nRobert Prince & Lee Jackson - Grabbag\xa0\n\nVideo 09\nThe Real Inferno\nDragonball Z\nHercules: The Legendary Journeys - Opening Theme\n\nVideo 10\nPrinnyCat\nPet Shop of Horrors\nCeline Dion - My Heart Will Go On\xa0\n\nVideo 11\nJinzo64\nDragonball Z: Coolers revenge\nBatman the Animated Series - Opening Theme\n\nVideo 12\nN.P.C.C.\nPok駑on\nWWE - Mr Ass Theme Song\xa0\n\nVideo 13\nHaar\nMad Bull 34\nInner Circle feat. Tek - Bad Boys Reply\xa0\n\nVideo 14\nRobert Frazer\nRoujin-Z\nLL Cool J - Mama Said Knock You Out\xa0\n\nVideo 15\nLawRayLiet\nDragon Ball Z: Bardock - The Father of Goku\nToploader - Dancing in the Moonlight\xa0\n\nVideo 16\nSuperLoliSentai\nThe Vision of Escaflowne\nGargoyles - Opening Theme\n\nVideo 17\nadzman\nYu Yu Hakusho\nPowerpuff Girls - sound clip\xa0\n\nVideo 18\nHosokawa37\nMobile Suit G Gundam\nErasure - Always\xa0""]"
31,ydBN7AFhyJM,"['1:00 winner of sugar overdose amv', '3 questions, whats the anime for number 4, what is the song and anime in 13', 'To everyone asking about the song on 4. It is Double Double Fun Fun.', ""ok I've been hunting every lyric website known to man. what is the name and artist of the song in video 4?"", 'Sigh, it\'s supposed to say ""thrown up"".', ""That would have been hilarious if I hadn't Theo's up at the end."", 'What on earth is #2?\xa0I want to avoid it.', ""\nVideo 01\nUnicron\nG Gundam\nSailor Moon - Opening Theme\xa0\n\n\nVideo 02\nBakaLyte\nHentai Kamen\nSteins;Gate MAD - Sutakora Mayushii\xa0\n\nVideo 03\nThe Real Inferno\nBerserk\nI Love Egg - Egg Song\xa0\n\nVideo 04\nSuperLoliSentai\nBlack Lagoon\nDouble Double Fun Fun - Twin Spin\xa0\n\nVideo 05\nJinzo64\nBaka and Test\nD.K Smile - Dragonfly\xa0\n\nVideo 06\nHosokawa37\nMahou Shoujo Madoka★Magica\nKana Asumi - Koi-iro Shooting\xa0\n\nVideo 07\nCetuS\nHighschool of the Dead\nMacross Frontier - Nya-nya...\xa0\n\nVideo 08\nHaar\nHellsing Ultimate\nCascada - Everytime We Touch\xa0\n\nVideo 09\nN-TG\nDi Gi Charat, Di Gi Charat Panyo Panyo, Leave it to Piyoko!\nEggy - Bouncy Feelings\xa0\n\nVideo 10\nRobert Frazer\nPanty & Stocking with Garterbelt\nHannah Montana - You'll Always Find Your Way Back Home\xa0\n\nVideo 11\nThatsNotMyName_studio\nNeon Genesis Evangelion\nPebbles and Bamm-Bamm - Let The Sunshine In\xa0\n\nVideo 12\nYserieh\nMirai Nikki\nJenny Rom vs. ZIPPERS - Waka Laka (E=MC2 Mix)\xa0\n\nVideo 13\nN.P.C.C.\nTsukuyomi Moon Phase\nA Emcee feat. Leah Dizon - Baby...Please (♥ Fall in Love ♥)\xa0\n\nVideo 14\nFalconmick\nKore wa Zombie Desu ka\nGirls' Generation - Gee\xa0\n\nVideo 15\nadzman\nSerial Experiments Lain\nHollywood Undead - Bullet\xa0"", 'does anybody know about this video at 0:25 - 0:40 and the try to listing all of the details about all cut-scene videos? I have no idea.', 'Adorable Enderman  ***** Hakuno Kishinami  Hugues de Payens  its so wrong']"
32,P_8zaduTxKQ,"['I know I way too late but 4 is the best', '5:48 лол', 'The jingle is in this! Wooo', ""16 was amazing. But that's probably because I love noisecore microsongs. 5:30"", '420!', 'like them all', 'there is no audio due to copyright claims :(', '20! Suite PreCure!', '21 ""No way!"" = i died.', 'love 11']"
33,X-jz3x6Nrlk,"[""7 and 11 were the ones I laughed the most at! Too bad they didn't really follow the intended theme."", '2:32 the winner of misheard lyrics amv', ""Honestly, I'm totally fine with hearing Gangam Style as Gundam Style from here on."", ""3:47 It is ironic that this song was used because C'est La Vie was used as the ending theme of the Pretty Guardian Sailor Moon live action series."", 'Thank you #9 that has bugged me', 'A lot of these were actually really good.', 'INMADAYDUS!!!', ""On #7, that's me sometimes at night, listening to music! XD"", '#16 all ways makes me spit take.', ""Video 01\nMarbilSWE\nHighschool of the dead\nC&C Music Factory - Gonna Make You Sweat\xa0\n\nVideo 02\nSilentChaz\nSailor Moon\nQueen - We Will Rock You\xa0\n\nVideo 03\nadzman\nNamiuchigiwa no Muromi-san\nNine Inch Nails - Every Day Is Exactly The Same\xa0\n\nVideo 04\nN.P.C.C.\nDragon Ball Z Kai\nJem and The Holograms and The Misfits - Click Clash\xa0\n\nVideo 05\nRyuKnightAlex\nPokemon\nWWE themes - Evolution\xa0\n\nVideo 06\nPrinnyCat\nFull Metal Alchemist: Brotherhood\nMetallica - Enter Sandman\xa0\n\nVideo 07\nMADEVIL\nNeon Genesis Evangelion\nQueen - One Vision\xa0\n\nVideo 08\nThatsNotMyName_studio\nWelcome to the NHK\nBruce Springsteen - Glory Days\xa0\n\nVideo 09\nSir Fluffykins\nMobile Fighter G Gundam\nPsy - Gangnam Style\xa0\n\nVideo 10\nThe Real Inferno\nSora no Otoshimono\nNirvana - Smells Like Teen Spirit\xa0\n\nVideo 11\nKurohei\nSamurai Champloo\nQueen - Another one bites the dust\xa0\n\nVideo 12\nHosokawa37\nPrincess Jellyfish\nNickelback - Rockstar\xa0\n\nVideo 13\nRobert Frazer\nHighschool of the Dead\nBon Jovi - Livin' on a Prayer\xa0\n\nVideo 14\nStkbayfield\nSailor Moon\nVanessa Carlton - C'est La Vie\xa0\n\nVideo 15\nLawRayLiet\nGinban Kaleidoscope\nDark Heartz - Ya Get Skeeted On\xa0\n\nVideo 16\nHaar\nBoku no Pico\nThe Real McKenzies - Bugger Off\xa0\n\nVideo 17\nSuperLoliSentai\nShiki\nStrong Bad - Trogdor\xa0""]"
34,Lnt9RvwsUoU,"['the amount of weird Al sounds omg', 'what song is in the #13?', ""What's the damn song for #16"", ""whats the second clip's anime?"", 'LOOOOOVE IT !!', 'Tribute to Weird Al, the king of parody songs :D (half the entries here used a weird al song :P)', ""what's the name of the anime in 2:40 plz"", 'omg spolers!', 'There is just not enought hunter x hunter in these vids...', 'What is the name of the anime in clip 11']"
35,w37jI_E3FXQ,"['The evolution of the Jem AMVs was amazing in this contest! There was always some Jem stuff getting in and it made people lose their minds lol! Then, the apex of the Jem invasion was when it was proven without a doubt that Jem and the Holograms was actually animated by Toei and technically a full-blooded anime. That was the ""Here\'s where the fun begins!"" moment. It\'s a good thing that the songs from Jem turned out to all be bangers and always paired with non-Jem anime quite brilliantly, otherwise it would have been boring. I guess the reality that people had to face is that Jem is excellent quality, and if you push the 1-3 guys making the Jem AMVs too much, they fire back with more Jem and cosmic brain Toei revelations!', 'not that MAPS scene again...', 'AMV hell 1', 'Seikon no Qwasar! Yes! (Anime 06)', 'On #3 the face matched perfectly when they said flash😂', 'what the anime at the beginning of 12 pls tell me\n\xa0', 'whats the song at 0:38 i found one but it dose not sound the same\xa0', 'what amine is the robot horse in #2\xa0from?', '6:24 = Zed from Lollipop Chainsaw.... That just made my night! :D', 'Edit: identifed some of the various from experience after Jesus came to me with a personal request.\n\nVideo 1\nSilentChaz\xa0\nCode Geass & School Rumble\nAC/DC - For Those About to Rock\xa0\n\nVideo 2\nSir Fluffykins\nCrying Freeman, Azumanga Diaoh, Lucky Star, The Melancholy of Haruhi Suzumiya, ""Eva X JRA"" Advert, High School of the Dead, Carnival Phantasm\nLucky Twice - I\'m so Lucky, Lonely Island - The Creep, GTA: San Andreas (WCTR Sound clip), Scott Pilgrim vs The World (Blacksheep Song), Dr Horrible\'s Sing-a-long Blog (Bad Horse), Naked Gun 2 Sound Clip, Owl City - Good Time\xa0\n\nVideo 3\nMoon Spirit\nB Gata H Kei\nQueen - Flash\xa0\n\nVideo 4\nElwingil\nRanma 1/2\nAzumanga Daioh - ""Cooking is so fun"" (Japanese version)\xa0\n\nVideo 5\nSuperLoliSentai\ncowboy Bebop. Ah my Goddess, Nichijou, Akira, Bokusatsu Tenshi Dokuro chan, Higurashi Naku Koro ni, Code Geass, End of Evangelion, Azumanga Daioh, JoJo\'s Bizzare Adventure,Death Note, Evangelion, Bleach, The Girl who Leapt Through Time, Madoka, Highschool of the Dead, Berserk, Bleach \nHide and seek by imogen heap, Sake badger skit from amv hell 6 , Generic dubstep song #123245, What is Love by Haddaway, Halo by Beyonce. \n\nVideo 6\nPrinnyCat\nSeikon no Qwaser II\nAerosmith - Dude Looks Like a Lady\xa0\n\nVideo 7\nnAv LockDown\nSword Art Online\nDungeons and Dragons (1/2) - sound clip\xa0\n\nVideo 8\nJinzo64\nLucky Star\nLady Gaga - Just Dance\xa0\n\nVideo 9\nMarbilSWE\nNichijou, Shinryaku! Ika Musume, Lucky Star\nDj Aligator - Mosquito\xa0\n\nVideo 10\nJunk4U\nSankarea\nRob Zombie - Living Dead Girl\xa0\n\nVideo 11\nKacora\nNatsume Yuujinchou\nCory Williams - The Mean Kitty Song\xa0\n\nVideo 12\nHaar\nJojo\'s Bizzare Adventure, Dragonball Z, Inuyasha, Megaman (IDK which one), DBZ, Legend of Korra, Fist of the North Star\nDuane & BrandO - Epic\xa0\n\nVideo 13\nThe Real Inferno\nAzumanga Daioh/Astro Fighter Sunred\nEllen Feiss Apple Commercial, Terry Crews - Old Spice Smell is Power\xa0\n\nVideo 14\nN.P.C.C.\nRanma \x8d\x8d1/2\nJem and The Holograms - She Makes An Impression\xa0\n\nVideo 15\nRobert Frazer\nOriginal Footage\nMichael Bolton - Go the Distance\xa0\n\nVideo 16\nVasSerMan7\nNichijou\nEllen Feiss Apple Commercial, Lollipop Chainsaw sound clip\n\nVideo 17\nq-pa\nMAPS\nBlendtec - ""Will It Blend?"" theme']"
36,2Xy6sJbccNw,"[""What's the Living Dead Girl part from?"", 'LOOK AT THIS PHOTOGRAPH!', 'sounds fun,i got somthing up my sleeves.', 'I am totally down for something like that', 'I think I can do this!', '... You DO realize you\'re gonna get 8,999 submissions that are a variant of that ""Ooh whatchyo saaa-aay-yaay"" song where someone gets shot.\n\nOtherwise, looking forward to this!', ""Now that I've heard the full AMV song, what is it?"", 'This is a good way to get others that were kinda interested in making videos in.  Hidden talent can be sheepish. :)\n', 'This is gonna be dope.', 'Alright more than 1 video a year!!']"
37,kfk0Gylm7fw,"[""I miss AMV Hell like you can't possibly believe."", 'The last of the great ones. Too bad AMV Hell died after 6…', 'holy fuck that was 8 fucking years ago..........................', ""It's 2020. And yes, the world went Boom Boom Boom"", 'Watch in 2019?', 'still listen 2018', 'Goddman just realsied there was an AMVHELL Channel...well... i was hopping to edit tonight looks like im wathcign skits till the sun comes up instead', 'How come top comment isn\'t ""Directed by Michael Bay""?', 'shin chan lo the amazing ass slapper', 'pop rock is best listened to in mashups. also, best viewed with anime.']"
38,Bj-mal_6xOs,"['5:15 is this an elden ring boss', '4:55 is it a Pink Floyd poomix? :)', 'I feel so old coming back to watch these. What a blast those times were.', ""11:33\nI laughed at that all day lol\nEven at work, I'd remember this scene and start laughing abit"", 'Does anyone know where the ""Get it on with a dewgong"" is from?', '19:52 one of my all time favorites', 'hahaha oh man the batman beyond got me good.🤣', '4:50 jesus laughed very good here', 'What is the song at 1:04:48?', 'The Cthulhu Fhtagnn song is the greatest thing ever']"
39,aHliHE-g6RA,"['Yeah, I saw that!', 'redline + fzero x bigblue hnnnngngggggggg', 'rammstein', 'Whats the 6th anime please?', 'Lol the dbz one made me laugh my ass off', 'Battle Angel Alita ', 'I am not sure what I just watched......But I liked it!', 'F ZERO FTW\n', 'HAHA. No.', 'American comic books are far dumber though']"
40,rLM80-yzx3Q,"['Nice to see a video I made reused with at least some extra editing for a better joke. I see you N.P.C.C. 😏 however I respect this more than people just straight up stealing content or clipping to make a video worse.', 'Still needs a Season Three.', 'what anime is that from 4:20 to 4:50? Oo *_*', 'Never thought i would see some ashigari dance to gangnam style', '4:50 ,Lux the early years', '5:13\n\nYES! YES! Your tears are so delicious! *insert every overused song ever*', 'Acchi Kochi', 'Season three?', 'lol last clip', 'Anime at 2:22? Any one know?']"
41,qyQwPzTffY0,"['4:51 song match the drift coming in from a wave behind really love it has excitment what i love', 'what is the anime at 6:10', 'ZEDS DEAD BABY\n \nZEDS DEAD', '3:01 never gets old for me XD', 'MITCH HEDBURG!', 'I was lost but I build a house and now I live here', 'whats the name of that comedian ', 'At 7:54 the shouts cool down time is not that short.\n', 'lol 6:08 is funny. Black chick making it rain on a hoe lol', ""Wat u think I'm stupid""]"
42,sQ7kfVkhpho,"['Almost 10 years later and I’m still pissed off that Dajore Niseny Elph stole my Bobobo video from AMV Paradise without asking if they could use it and they didn’t even credit me!\n\nIf it’s worth taking credit for making this is considered art theft and weirdly enough I got it into AMO Paradise WHICH IS A SERIES OF VIDEOS THAT ARE MEANT TO NOT GOOD ENOUGH TK MAKE IT INTO AMV HELL!!!', 'I am like number 666, I am an official AMV Hell fan :P', 'Ha! Big deal! 5:14 Up and over! Boing!', '2:49-3:04 ""Hi i\'m Haruhi Suzumiya and welcome to Jackass"".', 'Does this look unsure to you?\n:D', 'Huh. So Light does get killed in the end. Good. I stopped the series when he killed L.', '2:38 Die potato. Nooooo.', 'bird is the word wins', 'whats the animes at 3:25 to 3:28\n', ""Now I know the concept of the girl who leap through time. It's barrel roll.""]"
43,4G3Gx0lBA6c,"['1:08 YES MY FAVORITE SONG OF ALL TIME IS IN HERE OMG BALTIMORA TARZAN BOY', ""What's the title of the anime at the 2 min mark?"", 'That Sailor Moon clip got me. After all, she murders the baddies with the power of love.', ""+Anime2544 That's Mich Headburg"", ""can someone tell me the names of basically all animes in this video?\ni have'nt seen almost any of them"", 'For using the Pretender as an opening you got my like :D one of my most favourite shows growing up :)', '0:40 actually got me to watch that anime. I never watched a magical girl anime since Sailor Moon, but this was kinda different and I did enjoy it.', 'Anime at 2:06 PLZ also at 2:01 pls thanks', ""SEX BOMB SEX BOMB, YOU'RE MAH SEX BOMB AND BABAHY YOU CAN TURN ME ON!!!!!!"", 'who is that comedian at  4:51 ?']"
44,cnjaL6SMaRs,"['""The year is 2029"" THAT\'S ONLY 7 YEARS FROM NOW', '2:39 I think this may have unintentionally predicted the Banana Splits movie.', '3:28 yes yaoi and thriller combine i had the same thought about that scene omg love it the characters everything lol', ""1:35 Fun Fact: The creator of Fairy Tail got the idea of Lucy Heartfilla's name from this song."", 'is that a 2ne1 music video in there?', ""What's the anime at 0:28 ? I love it o.o"", 'Favourite scenes=\nWatch as I teleport into the choochoo\nGet over here!!!', 'indeed ARok2010, indeed', ""DO NOT QUESTION THE BROOKLYN RAGE! it's more powerful than albany fury"", 'soul eater ']"
45,WVJUqBEVvZ8,"[""God, I REALLY hope TFS does something like in 3:00 when they do the Buu saga. It's just so on-point!"", 'Booty Booty Booty fish wins it for me.', 'booty booty booty booty rock-in every were!!!', 'Kill all humans sums it all up. ""Hey sexy mama, you wanna kill all humans?""', 'SPAAAAAAAAAAAAACCCEEEE', 'ORCHID!', 'God damn it, Nappa', '3:54- 4:25 if only I was able to sing this', 'quak! Did you hear that?! The Space Duck!', 'Yes its true I AM YOUR FATHER']"
